State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
ME,Maine,2016,November,Number of Drug Overdose Deaths,341,343,100,0,
ME,Maine,2016,December,Number of Drug Overdose Deaths,357,359,100,0,
ME,Maine,2017,January,Number of Drug Overdose Deaths,368,367,100,0,* Underreported due to incomplete data
ME,Maine,2017,February,Number of Drug Overdose Deaths,366,366,100,0,* Underreported due to incomplete data
ME,Maine,2017,March,Number of Drug Overdose Deaths,368,368,100,0,* Underreported due to incomplete data
ME,Maine,2017,April,Number of Drug Overdose Deaths,375,375,100,0,* Underreported due to incomplete data
ME,Maine,2017,May,Number of Drug Overdose Deaths,369,369,100,0,* Underreported due to incomplete data
ME,Maine,2017,June,Number of Drug Overdose Deaths,355,357,100,0.006962334,* Underreported due to incomplete data
ME,Maine,2017,July,Number of Drug Overdose Deaths,354,357,100,0.006980316,* Underreported due to incomplete data
ME,Maine,2017,August,Number of Drug Overdose Deaths,361,366,100,0.006948305,* Underreported due to incomplete data
ME,Maine,2017,September,Number of Drug Overdose Deaths,375,379,100,0.006906077,* Underreported due to incomplete data
ME,Maine,2017,October,Number of Drug Overdose Deaths,393,397,100,0.006911805,* Underreported due to incomplete data
ME,Maine,2017,November,Number of Drug Overdose Deaths,395,398,100,0.006900359,* Underreported due to incomplete data
ME,Maine,2015,January,"Opioids (T40.0-T40.4,T40.6)",171,174,100,0.058706979,
ME,Maine,2015,February,"Opioids (T40.0-T40.4,T40.6)",181,184,100,0.043336945,
ME,Maine,2015,March,"Opioids (T40.0-T40.4,T40.6)",196,198,100,0.028774908,
ME,Maine,2015,April,"Opioids (T40.0-T40.4,T40.6)",211,213,100,0.021439291,
ME,Maine,2015,May,"Opioids (T40.0-T40.4,T40.6)",208,210,100,0.014262283,
ME,Maine,2015,June,"Opioids (T40.0-T40.4,T40.6)",209,211,100,0.014269406,
ME,Maine,2015,July,"Opioids (T40.0-T40.4,T40.6)",223,225,100,0.014232849,
ME,Maine,2015,August,"Opioids (T40.0-T40.4,T40.6)",219,221,100,0.014105367,
ME,Maine,2015,September,"Opioids (T40.0-T40.4,T40.6)",232,234,100,0.006994964,
ME,Maine,2015,October,"Opioids (T40.0-T40.4,T40.6)",237,239,100,0.006959911,
ME,Maine,2015,November,"Opioids (T40.0-T40.4,T40.6)",241,242,100,0,
ME,Maine,2015,December,"Opioids (T40.0-T40.4,T40.6)",235,236,100,0,
ME,Maine,2016,January,"Opioids (T40.0-T40.4,T40.6)",235,236,100,0,
ME,Maine,2016,February,"Opioids (T40.0-T40.4,T40.6)",232,233,100,0,
ME,Maine,2016,March,"Opioids (T40.0-T40.4,T40.6)",237,238,100,0,
ME,Maine,2016,April,"Opioids (T40.0-T40.4,T40.6)",246,247,100,0,
ME,Maine,2016,May,"Opioids (T40.0-T40.4,T40.6)",257,259,100,0,
ME,Maine,2016,June,"Opioids (T40.0-T40.4,T40.6)",273,275,100,0,
ME,Maine,2016,July,"Opioids (T40.0-T40.4,T40.6)",283,285,100,0,
ME,Maine,2016,August,"Opioids (T40.0-T40.4,T40.6)",291,293,100,0,
ME,Maine,2016,September,"Opioids (T40.0-T40.4,T40.6)",290,292,100,0,
ME,Maine,2016,October,"Opioids (T40.0-T40.4,T40.6)",284,286,100,0,
ME,Maine,2016,November,"Opioids (T40.0-T40.4,T40.6)",288,290,100,0,
ME,Maine,2016,December,"Opioids (T40.0-T40.4,T40.6)",306,308,100,0,
ME,Maine,2017,January,"Opioids (T40.0-T40.4,T40.6)",316,315,100,0,* Underreported due to incomplete data
ME,Maine,2017,February,"Opioids (T40.0-T40.4,T40.6)",315,315,100,0,* Underreported due to incomplete data
ME,Maine,2017,March,"Opioids (T40.0-T40.4,T40.6)",316,316,100,0,* Underreported due to incomplete data
ME,Maine,2017,April,"Opioids (T40.0-T40.4,T40.6)",324,324,100,0,* Underreported due to incomplete data
ME,Maine,2017,May,"Opioids (T40.0-T40.4,T40.6)",319,319,100,0,* Underreported due to incomplete data
ME,Maine,2017,June,"Opioids (T40.0-T40.4,T40.6)",309,311,100,0.006962334,* Underreported due to incomplete data
ME,Maine,2017,July,"Opioids (T40.0-T40.4,T40.6)",308,311,100,0.006980316,* Underreported due to incomplete data
ME,Maine,2017,August,"Opioids (T40.0-T40.4,T40.6)",312,316,100,0.006948305,* Underreported due to incomplete data
ME,Maine,2017,September,"Opioids (T40.0-T40.4,T40.6)",321,325,100,0.006906077,* Underreported due to incomplete data
ME,Maine,2017,October,"Opioids (T40.0-T40.4,T40.6)",337,340,100,0.006911805,* Underreported due to incomplete data
ME,Maine,2017,November,"Opioids (T40.0-T40.4,T40.6)",338,341,100,0.006900359,* Underreported due to incomplete data
ME,Maine,2015,January,Percent with drugs specified,99.06103286,,100,0.058706979,
ME,Maine,2015,February,Percent with drugs specified,99.5412844,,100,0.043336945,
ME,Maine,2015,March,Percent with drugs specified,99.56521739,,100,0.028774908,
ME,Maine,2015,April,Percent with drugs specified,99.17695473,,100,0.021439291,
ME,Maine,2015,May,Percent with drugs specified,99.16317992,,100,0.014262283,
ME,Maine,2015,June,Percent with drugs specified,99.15966387,,100,0.014269406,
ME,Maine,2015,July,Percent with drugs specified,99.20948617,,100,0.014232849,
ME,Maine,2015,August,Percent with drugs specified,99.18367347,,100,0.014105367,
ME,Maine,2015,September,Percent with drugs specified,99.2248062,,100,0.006994964,
ME,Maine,2015,October,Percent with drugs specified,98.86792453,,100,0.006959911,
ME,Maine,2015,November,Percent with drugs specified,98.52398524,,100,0,
ME,Maine,2015,December,Percent with drugs specified,98.50187266,,100,0,
ME,Maine,2016,January,Percent with drugs specified,98.51851852,,100,0,
ME,Maine,2016,February,Percent with drugs specified,98.52398524,,100,0,
ME,Maine,2016,March,Percent with drugs specified,98.56630824,,100,0,
ME,Maine,2016,April,Percent with drugs specified,98.96551724,,100,0,
ME,Maine,2016,May,Percent with drugs specified,98.67986799,,100,0,
ME,Maine,2016,June,Percent with drugs specified,98.77675841,,100,0,
ME,Maine,2016,July,Percent with drugs specified,98.80239521,,100,0,
ME,Maine,2016,August,Percent with drugs specified,99.13043478,,100,0,
ME,Maine,2016,September,Percent with drugs specified,99.12280702,,100,0,
ME,Maine,2016,October,Percent with drugs specified,99.10979228,,100,0,
ME,Maine,2016,November,Percent with drugs specified,99.1202346,,100,0,
ME,Maine,2016,December,Percent with drugs specified,99.15966387,,100,0,
ME,Maine,2017,January,Percent with drugs specified,98.91304348,,100,0,* Underreported due to incomplete data
ME,Maine,2017,February,Percent with drugs specified,98.63387978,,100,0,* Underreported due to incomplete data
ME,Maine,2017,March,Percent with drugs specified,98.36956522,,100,0,* Underreported due to incomplete data
ME,Maine,2017,April,Percent with drugs specified,98.4,,100,0,* Underreported due to incomplete data
ME,Maine,2017,May,Percent with drugs specified,98.37398374,,100,0,* Underreported due to incomplete data
ME,Maine,2017,June,Percent with drugs specified,98.30985915,,100,0.006962334,* Underreported due to incomplete data
ME,Maine,2017,July,Percent with drugs specified,98.02259887,,100,0.006980316,* Underreported due to incomplete data
ME,Maine,2017,August,Percent with drugs specified,98.06094183,,100,0.006948305,* Underreported due to incomplete data
ME,Maine,2017,September,Percent with drugs specified,98.13333333,,100,0.006906077,* Underreported due to incomplete data
ME,Maine,2017,October,Percent with drugs specified,98.47328244,,100,0.006911805,* Underreported due to incomplete data
ME,Maine,2017,November,Percent with drugs specified,98.73417722,,100,0.006900359,* Underreported due to incomplete data
ME,Maine,2015,January,Psychostimulants with abuse potential (T43.6),15,16,100,0.058706979,
ME,Maine,2015,February,Psychostimulants with abuse potential (T43.6),15,16,100,0.043336945,
ME,Maine,2015,March,Psychostimulants with abuse potential (T43.6),17,18,100,0.028774908,
ME,Maine,2015,April,Psychostimulants with abuse potential (T43.6),21,22,100,0.021439291,
ME,Maine,2015,May,Psychostimulants with abuse potential (T43.6),20,21,100,0.014262283,
ME,Maine,2015,June,Psychostimulants with abuse potential (T43.6),22,23,100,0.014269406,
ME,Maine,2015,July,Psychostimulants with abuse potential (T43.6),22,23,100,0.014232849,
ME,Maine,2015,August,Psychostimulants with abuse potential (T43.6),19,20,100,0.014105367,
ME,Maine,2015,September,Psychostimulants with abuse potential (T43.6),19,20,100,0.006994964,
ME,Maine,2015,October,Psychostimulants with abuse potential (T43.6),19,20,100,0.006959911,
ME,Maine,2015,November,Psychostimulants with abuse potential (T43.6),21,22,100,0,
ME,Maine,2015,December,Psychostimulants with abuse potential (T43.6),22,23,100,0,
ME,Maine,2016,January,Psychostimulants with abuse potential (T43.6),23,24,100,0,
ME,Maine,2016,February,Psychostimulants with abuse potential (T43.6),28,29,100,0,
ME,Maine,2016,March,Psychostimulants with abuse potential (T43.6),25,26,100,0,
ME,Maine,2016,April,Psychostimulants with abuse potential (T43.6),22,23,100,0,
ME,Maine,2016,May,Psychostimulants with abuse potential (T43.6),24,25,100,0,
ME,Maine,2016,June,Psychostimulants with abuse potential (T43.6),26,27,100,0,
ME,Maine,2016,July,Psychostimulants with abuse potential (T43.6),29,30,100,0,
ME,Maine,2016,August,Psychostimulants with abuse potential (T43.6),30,31,100,0,
ME,Maine,2016,September,Psychostimulants with abuse potential (T43.6),31,32,100,0,
ME,Maine,2016,October,Psychostimulants with abuse potential (T43.6),32,33,100,0,
ME,Maine,2016,November,Psychostimulants with abuse potential (T43.6),30,31,100,0,
ME,Maine,2016,December,Psychostimulants with abuse potential (T43.6),31,32,100,0,
ME,Maine,2017,January,Psychostimulants with abuse potential (T43.6),31,32,100,0,* Underreported due to incomplete data
ME,Maine,2017,February,Psychostimulants with abuse potential (T43.6),28,29,100,0,* Underreported due to incomplete data
ME,Maine,2017,March,Psychostimulants with abuse potential (T43.6),32,33,100,0,* Underreported due to incomplete data
ME,Maine,2017,April,Psychostimulants with abuse potential (T43.6),35,36,100,0,* Underreported due to incomplete data
ME,Maine,2017,May,Psychostimulants with abuse potential (T43.6),32,33,100,0,* Underreported due to incomplete data
ME,Maine,2017,June,Psychostimulants with abuse potential (T43.6),31,32,100,0.006962334,* Underreported due to incomplete data
ME,Maine,2017,July,Psychostimulants with abuse potential (T43.6),30,31,100,0.006980316,* Underreported due to incomplete data
ME,Maine,2017,August,Psychostimulants with abuse potential (T43.6),30,31,100,0.006948305,* Underreported due to incomplete data
ME,Maine,2017,September,Psychostimulants with abuse potential (T43.6),35,36,100,0.006906077,* Underreported due to incomplete data
ME,Maine,2017,October,Psychostimulants with abuse potential (T43.6),37,38,100,0.006911805,* Underreported due to incomplete data
ME,Maine,2017,November,Psychostimulants with abuse potential (T43.6),38,39,100,0.006900359,* Underreported due to incomplete data
ME,Maine,2015,January,"Synthetic opioids, excl. methadone (T40.4)",59,61,100,0.058706979,
ME,Maine,2015,February,"Synthetic opioids, excl. methadone (T40.4)",63,65,100,0.043336945,
ME,Maine,2015,March,"Synthetic opioids, excl. methadone (T40.4)",70,71,100,0.028774908,
ME,Maine,2015,April,"Synthetic opioids, excl. methadone (T40.4)",81,82,100,0.021439291,
ME,Maine,2015,May,"Synthetic opioids, excl. methadone (T40.4)",83,84,100,0.014262283,
ME,Maine,2015,June,"Synthetic opioids, excl. methadone (T40.4)",80,81,100,0.014269406,
ME,Maine,2015,July,"Synthetic opioids, excl. methadone (T40.4)",89,90,100,0.014232849,
ME,Maine,2015,August,"Synthetic opioids, excl. methadone (T40.4)",96,98,100,0.014105367,
ME,Maine,2015,September,"Synthetic opioids, excl. methadone (T40.4)",98,99,100,0.006994964,
ME,Maine,2015,October,"Synthetic opioids, excl. methadone (T40.4)",107,108,100,0.006959911,
ME,Maine,2015,November,"Synthetic opioids, excl. methadone (T40.4)",113,114,100,0,
ME,Maine,2015,December,"Synthetic opioids, excl. methadone (T40.4)",110,111,100,0,
ME,Maine,2016,January,"Synthetic opioids, excl. methadone (T40.4)",111,112,100,0,
ME,Maine,2016,February,"Synthetic opioids, excl. methadone (T40.4)",115,116,100,0,
ME,Maine,2016,March,"Synthetic opioids, excl. methadone (T40.4)",125,126,100,0,
ME,Maine,2016,April,"Synthetic opioids, excl. methadone (T40.4)",131,133,100,0,
ME,Maine,2016,May,"Synthetic opioids, excl. methadone (T40.4)",139,141,100,0,
ME,Maine,2016,June,"Synthetic opioids, excl. methadone (T40.4)",154,156,100,0,
ME,Maine,2016,July,"Synthetic opioids, excl. methadone (T40.4)",164,166,100,0,
ME,Maine,2016,August,"Synthetic opioids, excl. methadone (T40.4)",168,170,100,0,
ME,Maine,2016,September,"Synthetic opioids, excl. methadone (T40.4)",181,183,100,0,
ME,Maine,2016,October,"Synthetic opioids, excl. methadone (T40.4)",175,177,100,0,
ME,Maine,2016,November,"Synthetic opioids, excl. methadone (T40.4)",185,187,100,0,
ME,Maine,2016,December,"Synthetic opioids, excl. methadone (T40.4)",204,206,100,0,
ME,Maine,2017,January,"Synthetic opioids, excl. methadone (T40.4)",212,212,100,0,* Underreported due to incomplete data
ME,Maine,2017,February,"Synthetic opioids, excl. methadone (T40.4)",211,211,100,0,* Underreported due to incomplete data
ME,Maine,2017,March,"Synthetic opioids, excl. methadone (T40.4)",216,217,100,0,* Underreported due to incomplete data
ME,Maine,2017,April,"Synthetic opioids, excl. methadone (T40.4)",232,234,100,0,* Underreported due to incomplete data
ME,Maine,2017,May,"Synthetic opioids, excl. methadone (T40.4)",233,236,100,0,* Underreported due to incomplete data
ME,Maine,2017,June,"Synthetic opioids, excl. methadone (T40.4)",230,235,100,0.006962334,* Underreported due to incomplete data
ME,Maine,2017,July,"Synthetic opioids, excl. methadone (T40.4)",229,234,100,0.006980316,* Underreported due to incomplete data
ME,Maine,2017,August,"Synthetic opioids, excl. methadone (T40.4)",236,241,100,0.006948305,* Underreported due to incomplete data
ME,Maine,2017,September,"Synthetic opioids, excl. methadone (T40.4)",241,245,100,0.006906077,* Underreported due to incomplete data
ME,Maine,2017,October,"Synthetic opioids, excl. methadone (T40.4)",256,260,100,0.006911805,* Underreported due to incomplete data
ME,Maine,2017,November,"Synthetic opioids, excl. methadone (T40.4)",252,255,100,0.006900359,* Underreported due to incomplete data
MI,Michigan,2015,January,Number of Deaths,93274,,100,0.045028625,
MI,Michigan,2015,February,Number of Deaths,93559,,100,0.045960303,
MI,Michigan,2015,March,Number of Deaths,94086,,100,0.045702868,
MI,Michigan,2015,April,Number of Deaths,94589,,100,0.046517037,
MI,Michigan,2015,May,Number of Deaths,94659,,100,0.045426214,
MI,Michigan,2015,June,Number of Deaths,94937,,100,0.048453185,
MI,Michigan,2015,July,Number of Deaths,95051,,100,0.052603339,
MI,Michigan,2015,August,Number of Deaths,95190,,100,0.051475995,
MI,Michigan,2015,September,Number of Deaths,95072,,100,0.048384382,
MI,Michigan,2015,October,Number of Deaths,95079,,100,0.044173792,
MI,Michigan,2015,November,Number of Deaths,94631,,100,0.04121271,
MI,Michigan,2015,December,Number of Deaths,93920,,100,0.033006814,
MI,Michigan,2016,January,Number of Deaths,93137,,100,0.034357989,
MI,Michigan,2016,February,Number of Deaths,93407,,100,0.034258674,
MI,Michigan,2016,March,Number of Deaths,93268,,100,0.036454089,
MI,Michigan,2016,April,Number of Deaths,93368,,100,0.0417702,
MI,Michigan,2016,May,Number of Deaths,93535,,100,0.044902977,
MI,Michigan,2016,June,Number of Deaths,93472,,100,0.049212598,
MI,Michigan,2016,July,Number of Deaths,93394,,100,0.050324432,
MI,Michigan,2016,August,Number of Deaths,93445,,100,0.0599283,
MI,Michigan,2016,September,Number of Deaths,93753,,100,0.06293132,
MI,Michigan,2016,October,Number of Deaths,93939,,100,0.068129318,
MI,Michigan,2016,November,Number of Deaths,94283,,100,0.071062652,
MI,Michigan,2016,December,Number of Deaths,94840,,100,0.087515816,
MI,Michigan,2017,January,Number of Deaths,95466,,100,0.089036935,* Underreported due to incomplete data
MI,Michigan,2017,February,Number of Deaths,95545,,100,0.096289706,* Underreported due to incomplete data
MI,Michigan,2017,March,Number of Deaths,96009,,100,0.107281609,* Underreported due to incomplete data
MI,Michigan,2017,April,Number of Deaths,96138,,100,0.110258171,* Underreported due to incomplete data
MI,Michigan,2017,May,Number of Deaths,96114,,100,0.120690014,* Underreported due to incomplete data
MI,Michigan,2017,June,Number of Deaths,96220,,100,0.128871337,* Underreported due to incomplete data
MI,Michigan,2017,July,Number of Deaths,96254,,100,0.131942569,* Underreported due to incomplete data
MI,Michigan,2017,August,Number of Deaths,96276,,100,0.133989779,* Underreported due to incomplete data
MI,Michigan,2017,September,Number of Deaths,96102,,100,0.150881355,* Underreported due to incomplete data
MI,Michigan,2017,October,Number of Deaths,95986,,100,0.154189153,* Underreported due to incomplete data
MI,Michigan,2017,November,Number of Deaths,96053,,100,0.175944531,* Underreported due to incomplete data
MI,Michigan,2015,January,Number of Drug Overdose Deaths,1796,1816,100,0.045028625,
MI,Michigan,2015,February,Number of Drug Overdose Deaths,1822,1843,100,0.045960303,
MI,Michigan,2015,March,Number of Drug Overdose Deaths,1861,1882,100,0.045702868,
MI,Michigan,2015,April,Number of Drug Overdose Deaths,1941,1964,100,0.046517037,
MI,Michigan,2015,May,Number of Drug Overdose Deaths,1986,2009,100,0.045426214,
MI,Michigan,2015,June,Number of Drug Overdose Deaths,2012,2036,100,0.048453185,
MI,Michigan,2015,July,Number of Drug Overdose Deaths,2017,2043,100,0.052603339,
MI,Michigan,2015,August,Number of Drug Overdose Deaths,2009,2034,100,0.051475995,
MI,Michigan,2015,September,Number of Drug Overdose Deaths,2006,2030,100,0.048384382,
MI,Michigan,2015,October,Number of Drug Overdose Deaths,1997,2019,100,0.044173792,
MI,Michigan,2015,November,Number of Drug Overdose Deaths,1997,2018,100,0.04121271,
MI,Michigan,2015,December,Number of Drug Overdose Deaths,1973,1991,100,0.033006814,
MI,Michigan,2016,January,Number of Drug Overdose Deaths,1944,1963,100,0.034357989,
MI,Michigan,2016,February,Number of Drug Overdose Deaths,1963,1982,100,0.034258674,
MI,Michigan,2016,March,Number of Drug Overdose Deaths,1975,1995,100,0.036454089,
MI,Michigan,2016,April,Number of Drug Overdose Deaths,1927,1948,100,0.0417702,
MI,Michigan,2016,May,Number of Drug Overdose Deaths,1927,1949,100,0.044902977,
MI,Michigan,2016,June,Number of Drug Overdose Deaths,1926,1949,100,0.049212598,
MI,Michigan,2016,July,Number of Drug Overdose Deaths,1950,1974,100,0.050324432,
MI,Michigan,2016,August,Number of Drug Overdose Deaths,1977,2005,100,0.0599283,
MI,Michigan,2016,September,Number of Drug Overdose Deaths,2013,2042,100,0.06293132,
MI,Michigan,2016,October,Number of Drug Overdose Deaths,2108,2140,100,0.068129318,
MI,Michigan,2016,November,Number of Drug Overdose Deaths,2193,2228,100,0.071062652,
MI,Michigan,2016,December,Number of Drug Overdose Deaths,2342,2386,100,0.087515816,
MI,Michigan,2017,January,Number of Drug Overdose Deaths,2433,2459,100,0.089036935,* Underreported due to incomplete data
MI,Michigan,2017,February,Number of Drug Overdose Deaths,2465,2503,100,0.096289706,* Underreported due to incomplete data
MI,Michigan,2017,March,Number of Drug Overdose Deaths,2483,2527,100,0.107281609,* Underreported due to incomplete data
MI,Michigan,2017,April,Number of Drug Overdose Deaths,2501,2549,100,0.110258171,* Underreported due to incomplete data
MI,Michigan,2017,May,Number of Drug Overdose Deaths,2534,2587,100,0.120690014,* Underreported due to incomplete data
MI,Michigan,2017,June,Number of Drug Overdose Deaths,2570,2637,100,0.128871337,* Underreported due to incomplete data
MI,Michigan,2017,July,Number of Drug Overdose Deaths,2602,2677,100,0.131942569,* Underreported due to incomplete data
MI,Michigan,2017,August,Number of Drug Overdose Deaths,2663,2754,100,0.133989779,* Underreported due to incomplete data
MI,Michigan,2017,September,Number of Drug Overdose Deaths,2683,2779,100,0.150881355,* Underreported due to incomplete data
MI,Michigan,2017,October,Number of Drug Overdose Deaths,2664,2755,100,0.154189153,* Underreported due to incomplete data
MI,Michigan,2017,November,Number of Drug Overdose Deaths,2657,2749,100,0.175944531,* Underreported due to incomplete data
MN,Minnesota,2015,January,Number of Deaths,41954,,100,0,
MN,Minnesota,2015,February,Number of Deaths,42098,,100,0,
MN,Minnesota,2015,March,Number of Deaths,42319,,100,0,
MN,Minnesota,2015,April,Number of Deaths,42623,,100,0,
MN,Minnesota,2015,May,Number of Deaths,42666,,100,0,
MN,Minnesota,2015,June,Number of Deaths,42770,,100,0,
MN,Minnesota,2015,July,Number of Deaths,42851,,100,0,
MN,Minnesota,2015,August,Number of Deaths,43041,,100,0,
MN,Minnesota,2015,September,Number of Deaths,43112,,100,0,
MN,Minnesota,2015,October,Number of Deaths,43207,,100,0,
MN,Minnesota,2015,November,Number of Deaths,43022,,100,0,
MN,Minnesota,2015,December,Number of Deaths,42713,,100,0,
MN,Minnesota,2016,January,Number of Deaths,42576,,100,0,
MN,Minnesota,2016,February,Number of Deaths,42746,,100,0,
MN,Minnesota,2016,March,Number of Deaths,42655,,100,0,
MN,Minnesota,2016,April,Number of Deaths,42590,,100,0,
MN,Minnesota,2016,May,Number of Deaths,42526,,100,0,
MN,Minnesota,2016,June,Number of Deaths,42535,,100,0,
MN,Minnesota,2016,July,Number of Deaths,42556,,100,0,
MN,Minnesota,2016,August,Number of Deaths,42560,,100,0,
MN,Minnesota,2016,September,Number of Deaths,42690,,100,0,
MN,Minnesota,2016,October,Number of Deaths,42767,,100,0,
MN,Minnesota,2016,November,Number of Deaths,42946,,100,0,
MN,Minnesota,2016,December,Number of Deaths,43134,,100,0,
MN,Minnesota,2017,January,Number of Deaths,43129,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,February,Number of Deaths,43284,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,March,Number of Deaths,43481,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,April,Number of Deaths,43647,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,May,Number of Deaths,43864,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,June,Number of Deaths,43836,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,July,Number of Deaths,43878,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,August,Number of Deaths,43903,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,September,Number of Deaths,43935,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,October,Number of Deaths,43986,,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,November,Number of Deaths,44139,,100,0,* Underreported due to incomplete data
MN,Minnesota,2015,January,Number of Drug Overdose Deaths,530,532,100,0,
MN,Minnesota,2015,February,Number of Drug Overdose Deaths,523,525,100,0,
MN,Minnesota,2015,March,Number of Drug Overdose Deaths,529,531,100,0,
MN,Minnesota,2015,April,Number of Drug Overdose Deaths,541,543,100,0,
MN,Minnesota,2015,May,Number of Drug Overdose Deaths,550,552,100,0,
MN,Minnesota,2015,June,Number of Drug Overdose Deaths,544,546,100,0,
MN,Minnesota,2015,July,Number of Drug Overdose Deaths,549,551,100,0,
MN,Minnesota,2015,August,Number of Drug Overdose Deaths,563,565,100,0,
MN,Minnesota,2015,September,Number of Drug Overdose Deaths,574,576,100,0,
MN,Minnesota,2015,October,Number of Drug Overdose Deaths,586,589,100,0,
MN,Minnesota,2015,November,Number of Drug Overdose Deaths,588,591,100,0,
MN,Minnesota,2015,December,Number of Drug Overdose Deaths,592,595,100,0,
MN,Minnesota,2016,January,Number of Drug Overdose Deaths,607,610,100,0,
MN,Minnesota,2016,February,Number of Drug Overdose Deaths,631,634,100,0,
MN,Minnesota,2016,March,Number of Drug Overdose Deaths,626,629,100,0,
MN,Minnesota,2016,April,Number of Drug Overdose Deaths,627,630,100,0,
MN,Minnesota,2016,May,Number of Drug Overdose Deaths,631,634,100,0,
MN,Minnesota,2016,June,Number of Drug Overdose Deaths,649,652,100,0,
MN,Minnesota,2016,July,Number of Drug Overdose Deaths,645,648,100,0,
MN,Minnesota,2016,August,Number of Drug Overdose Deaths,649,652,100,0,
MN,Minnesota,2016,September,Number of Drug Overdose Deaths,647,650,100,0,
MN,Minnesota,2016,October,Number of Drug Overdose Deaths,638,641,100,0,
MN,Minnesota,2016,November,Number of Drug Overdose Deaths,654,657,100,0,
MN,Minnesota,2016,December,Number of Drug Overdose Deaths,664,667,100,0,
MN,Minnesota,2017,January,Number of Drug Overdose Deaths,655,652,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,February,Number of Drug Overdose Deaths,652,652,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,March,Number of Drug Overdose Deaths,664,664,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,April,Number of Drug Overdose Deaths,668,668,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,May,Number of Drug Overdose Deaths,676,676,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,June,Number of Drug Overdose Deaths,685,688,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,July,Number of Drug Overdose Deaths,686,691,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,August,Number of Drug Overdose Deaths,698,706,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,September,Number of Drug Overdose Deaths,720,727,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,October,Number of Drug Overdose Deaths,727,733,100,0,* Underreported due to incomplete data
MN,Minnesota,2017,November,Number of Drug Overdose Deaths,729,732,100,0,* Underreported due to incomplete data
MO,Missouri,2015,January,Number of Deaths,60902,,100,0.018061804,
MO,Missouri,2015,February,Number of Deaths,61478,,100,0.016265981,
MO,Missouri,2015,March,Number of Deaths,61767,,100,0.01942785,
MO,Missouri,2015,April,Number of Deaths,61945,,100,0.019372024,
MO,Missouri,2015,May,Number of Deaths,62138,,100,0.024139818,
MO,Missouri,2015,June,Number of Deaths,62053,,100,0.029007461,
MO,Missouri,2015,July,Number of Deaths,62257,,100,0.028912411,
MO,Missouri,2015,August,Number of Deaths,62314,,100,0.028885965,
MO,Missouri,2015,September,Number of Deaths,62510,,100,0.028795393,
MO,Missouri,2015,October,Number of Deaths,62571,,100,0.027169136,
MO,Missouri,2015,November,Number of Deaths,62541,,100,0.030380071,
MO,Missouri,2015,December,Number of Deaths,61995,,100,0.0290346,
MO,Missouri,2016,January,Number of Deaths,61427,,100,0.027675127,
MO,Missouri,2016,February,Number of Deaths,61186,,100,0.027784134,
MO,Missouri,2016,March,Number of Deaths,60919,,100,0.027905908,
MO,Missouri,2016,April,Number of Deaths,61039,,100,0.027851046,
MO,Missouri,2016,May,Number of Deaths,60964,,100,0.022964372,
MO,Missouri,2016,June,Number of Deaths,61135,,100,0.024535863,
MO,Missouri,2016,July,Number of Deaths,61118,,100,0.024542688,
MO,Missouri,2016,August,Number of Deaths,61319,,100,0.024462238,
MO,Missouri,2016,September,Number of Deaths,61271,,100,0.024481402,
MO,Missouri,2016,October,Number of Deaths,61393,,100,0.022803903,
MO,Missouri,2016,November,Number of Deaths,61411,,100,0.0179121,
MO,Missouri,2016,December,Number of Deaths,61888,,100,0.017774043,
MO,Missouri,2017,January,Number of Deaths,62668,,100,0.020744239,* Underreported due to incomplete data
MO,Missouri,2017,February,Number of Deaths,63131,,100,0.025344126,* Underreported due to incomplete data
MO,Missouri,2017,March,Number of Deaths,63559,,100,0.022026778,* Underreported due to incomplete data
MO,Missouri,2017,April,Number of Deaths,63353,,100,0.020519944,* Underreported due to incomplete data
MO,Missouri,2017,May,Number of Deaths,63494,,100,0.020474376,* Underreported due to incomplete data
MO,Missouri,2017,June,Number of Deaths,63526,,100,0.014167428,* Underreported due to incomplete data
MO,Missouri,2017,July,Number of Deaths,63690,,100,0.012560842,* Underreported due to incomplete data
MO,Missouri,2017,August,Number of Deaths,63752,,100,0.014117204,* Underreported due to incomplete data
MO,Missouri,2017,September,Number of Deaths,63938,,100,0.017204167,* Underreported due to incomplete data
